id,timestamp,inputDataHash,processingSteps,decisionOutcome,featureVector,contextMetadata,decision,hasProcessingSteps,inputLength,outputLength,processingStepsCount,processingTime,riskScore
audit_1763786941954_ib7bngjhj,2025-11-22T04:49:01.954Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,2,0
audit_1763786941945_0y7sn3em5,2025-11-22T04:49:01.945Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,2,0
audit_1763786941933_5srpt8kii,2025-11-22T04:49:01.933Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,6,0
audit_1763786941908_gv3f46u3v,2025-11-22T04:49:01.908Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,7,0
audit_1763786941884_pofwb7vx2,2025-11-22T04:49:01.884Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,3,0
audit_1763786941848_79m285rak,2025-11-22T04:49:01.848Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,8,0
audit_1763786941803_lccosdw46,2025-11-22T04:49:01.803Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,13,0
audit_1763786941771_z354c5mtx,2025-11-22T04:49:01.771Z,9d9d56051b7344b869e54a8ecebf1b39f21fe2449222bbdd135e9a608b216738,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,17,17,4,3,0
audit_1763786941770_2m97ut2q5,2025-11-22T04:49:01.770Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,3,0
audit_1763786941733_rugn55da8,2025-11-22T04:49:01.733Z,3d40108a60fd070ed0d395450b458a4adb579363a42e3510cbafd729f0556186,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,25,23,4,2,0
audit_1763786941717_coh8tm7d4,2025-11-22T04:49:01.717Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,3,0
audit_1763786941706_i5gk9fxdw,2025-11-22T04:49:01.706Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,5,0
audit_1763786941693_51hyh4b1j,2025-11-22T04:49:01.693Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,2,0
audit_1763786941677_tkg6fx740,2025-11-22T04:49:01.677Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,7,0
audit_1763786941671_73rg9qgo0,2025-11-22T04:49:01.671Z,9d9595c5d94fb65b824f56e9999527dba9542481580d69feb89056aabaa0aa87,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,12,12,4,3,0
audit_1763786941655_p0rz7dp2l,2025-11-22T04:49:01.655Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,6,0
audit_1763786941654_sn04v04h2,2025-11-22T04:49:01.654Z,f53b0855f499e46856a12b0c8c9b88e7f128f38794b10e7fa17c1590670d8f40,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,30,28,4,4,0
audit_1763786941625_orn1lnhp4,2025-11-22T04:49:01.625Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,6,0
audit_1763786941605_9wxs2zhu2,2025-11-22T04:49:01.605Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,5,0
audit_1763786941598_zxkxveabr,2025-11-22T04:49:01.598Z,1b850f9064e11e7435b3c60be87969f4770193db21db3535a11e0fc3a000e3dc,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,112,112,4,2,0
audit_1763786941592_okuv71ypr,2025-11-22T04:49:01.592Z,1b850f9064e11e7435b3c60be87969f4770193db21db3535a11e0fc3a000e3dc,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,112,112,4,8,0
audit_1763786941588_098lnyg1r,2025-11-22T04:49:01.588Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,3,0
audit_1763786941569_v7fevpgrp,2025-11-22T04:49:01.569Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,3,0
audit_1763786941548_4zao2crff,2025-11-22T04:49:01.548Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,4,0
audit_1763786941518_tn77eau6n,2025-11-22T04:49:01.518Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,3,0
audit_1763786941507_c13f05ha4,2025-11-22T04:49:01.507Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,3,0
audit_1763786941496_xieadz336,2025-11-22T04:49:01.496Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,3,0
audit_1763786941488_a08c6iy3q,2025-11-22T04:49:01.488Z,7dec524a5d8cb417abc13243ea0deef5d4516070abb0c933920f028709848ef6,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,28,28,4,8,0
audit_1763786941483_h6h1ip1kl,2025-11-22T04:49:01.483Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,3,0
audit_1763786941472_6mt5g8yn0,2025-11-22T04:49:01.472Z,1b850f9064e11e7435b3c60be87969f4770193db21db3535a11e0fc3a000e3dc,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,112,112,4,4,0
audit_1763786941472_qwvilrsf2,2025-11-22T04:49:01.472Z,42b3de043e607922ecb90bd3011f1a71f0bc8632ffa41911b7b32073962dd283,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,17,17,4,4,0
audit_1763786941472_2446vb9cx,2025-11-22T04:49:01.472Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,3,0
audit_1763786941452_z0b9at1mp,2025-11-22T04:49:01.452Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,4,0
audit_1763786941443_b06eo12el,2025-11-22T04:49:01.443Z,1b850f9064e11e7435b3c60be87969f4770193db21db3535a11e0fc3a000e3dc,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,112,112,4,4,0
audit_1763786941441_xkcm6c23x,2025-11-22T04:49:01.441Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,3,0
audit_1763786941438_djioqykbo,2025-11-22T04:49:01.438Z,916f0027a575074ce72a331777c3478d6513f786a591bd892da1a577bf2335f9,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,9,9,4,10,0
audit_1763786941431_lwxhqmozn,2025-11-22T04:49:01.431Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,3,0
audit_1763786941422_70jtcr9sw,2025-11-22T04:49:01.422Z,1b850f9064e11e7435b3c60be87969f4770193db21db3535a11e0fc3a000e3dc,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,112,112,4,6,0
audit_1763786941421_2wxyadyzc,2025-11-22T04:49:01.421Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,2,0
audit_1763786941412_fqhf2yyf4,2025-11-22T04:49:01.412Z,1b850f9064e11e7435b3c60be87969f4770193db21db3535a11e0fc3a000e3dc,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,112,112,4,4,0
audit_1763786941411_gmdyhbsli,2025-11-22T04:49:01.411Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,2,0
audit_1763786941390_q1clkoz3m,2025-11-22T04:49:01.390Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,3,0
audit_1763786941378_e5vcyuvj0,2025-11-22T04:49:01.378Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,4,0
audit_1763786941367_8tiwyddpw,2025-11-22T04:49:01.367Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,3,0
audit_1763786941357_grpefsqiu,2025-11-22T04:49:01.357Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,2,0
audit_1763786941344_zfw93rx2t,2025-11-22T04:49:01.344Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,3,0
audit_1763786941327_ucnot2ixa,2025-11-22T04:49:01.327Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,2,0
audit_1763786941320_71930g9yh,2025-11-22T04:49:01.320Z,1b850f9064e11e7435b3c60be87969f4770193db21db3535a11e0fc3a000e3dc,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,112,112,4,4,0
audit_1763786941317_tip66ffmr,2025-11-22T04:49:01.317Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,6,0
audit_1763786941303_lkmpdwwu4,2025-11-22T04:49:01.303Z,1b850f9064e11e7435b3c60be87969f4770193db21db3535a11e0fc3a000e3dc,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,112,112,4,36,0
audit_1763786941290_8lngrl7k9,2025-11-22T04:49:01.290Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,4,0
audit_1763786941279_oi64osjex,2025-11-22T04:49:01.279Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,8,0
audit_1763786941256_kgcku9zu2,2025-11-22T04:49:01.256Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,2,0
audit_1763786941245_59jt0nt8e,2025-11-22T04:49:01.245Z,1b850f9064e11e7435b3c60be87969f4770193db21db3535a11e0fc3a000e3dc,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,112,112,4,12,0
audit_1763786941239_wgm0os5tr,2025-11-22T04:49:01.239Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,3,0
audit_1763786941228_3i71oo96e,2025-11-22T04:49:01.228Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,4,0
audit_1763786941201_zfa35abz7,2025-11-22T04:49:01.201Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,3,0
audit_1763786941190_8wgzsjg6h,2025-11-22T04:49:01.190Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,2,0
audit_1763786941180_z79bkq3zm,2025-11-22T04:49:01.180Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,2,0
audit_1763786941162_97c1jby56,2025-11-22T04:49:01.162Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,3,0
audit_1763786941152_36go7cd4t,2025-11-22T04:49:01.152Z,c277f8c0f10547d9cd5a060b23ebdfc15c708203c58918c865534e368fcd1630,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,1041,1041,4,4,0
audit_1763786941146_3fva0trgg,2025-11-22T04:49:01.146Z,1b850f9064e11e7435b3c60be87969f4770193db21db3535a11e0fc3a000e3dc,"UnicodeNormalization,SymbolStripping,EscapeNeutralization,PatternRedaction",[object Object],[object Object],[object Object],sanitized,true,112,112,4,4,0
